Date,{"SpaceDryBulbTemperature":"Kids Bedroom"},{"SpaceDryBulbTemperature":"Bathroom"},{"SpaceDryBulbTemperature":"Storage"},{"SpaceDryBulbTemperature":"Kitchen"},{"SpaceDryBulbTemperature":"Laundry"},{"SpaceDryBulbTemperature":"Livingroom"},{"SpaceDryBulbTemperature":"Main Bedroom"},{"SpaceDryBulbTemperature":"Hallway"}
02/18 - 10:00,19.217,19.346,19.380,20.283,19.713,21.004,19.943,19.477
02/18 - 10:15,19.228,19.361,19.379,20.326,19.731,21.118,19.985,19.486
02/18 - 10:30,19.239,19.377,19.378,20.340,19.750,21.214,20.023,19.494
02/18 - 10:45,19.250,19.394,19.378,20.340,19.770,21.296,20.058,19.503
02/18 - 11:00,19.261,19.412,19.378,20.297,19.792,21.357,20.087,19.512
02/18 - 11:15,19.273,19.430,19.378,20.250,19.817,21.402,20.115,19.521
02/18 - 11:30,19.286,19.450,19.379,20.253,19.844,21.432,20.143,19.531
02/18 - 11:45,19.300,19.472,19.380,20.279,19.874,21.447,20.169,19.542
02/18 - 12:00,19.319,19.498,19.381,20.327,19.906,21.456,20.195,19.552
02/18 - 12:15,19.340,19.526,19.383,20.388,19.940,21.466,20.222,19.563
02/18 - 12:30,19.364,19.556,19.386,20.458,19.975,21.481,20.249,19.575
02/18 - 12:45,19.396,19.592,19.389,20.531,20.011,21.501,20.274,19.586
02/18 - 13:00,19.436,19.633,19.393,20.606,20.049,21.531,20.300,19.597
02/18 - 13:15,19.484,19.678,19.397,20.680,20.086,21.568,20.328,19.609
02/18 - 13:30,19.541,19.740,19.402,20.749,20.124,21.613,20.356,19.619
02/18 - 13:45,19.607,19.825,19.407,20.816,20.163,21.674,20.385,19.631
02/18 - 14:00,19.678,19.918,19.412,20.874,20.200,21.727,20.409,19.642
02/18 - 14:15,19.749,19.992,19.418,20.932,20.238,21.774,20.429,19.652
02/18 - 14:30,19.832,20.067,19.424,20.991,20.276,21.828,20.445,19.663
02/18 - 14:45,19.913,20.141,19.431,21.051,20.316,21.882,20.460,19.673
02/18 - 15:00,19.985,20.212,19.439,21.105,20.356,21.938,20.473,19.683
02/18 - 15:15,20.050,20.274,19.449,21.159,20.398,21.990,20.483,19.694
02/18 - 15:30,20.114,20.333,19.462,21.208,20.441,22.021,20.491,19.704
02/18 - 15:45,20.180,20.390,19.479,21.253,20.486,22.017,20.497,19.715
02/18 - 16:00,20.250,20.455,19.503,21.301,20.529,22.010,20.504,19.728
02/18 - 16:15,20.326,20.532,19.533,21.345,20.572,21.997,20.511,19.741
02/18 - 16:30,20.399,20.625,19.570,21.388,20.616,21.991,20.517,19.757
02/18 - 16:45,20.467,20.735,19.614,21.429,20.658,21.968,20.522,19.776
02/18 - 17:00,20.539,20.856,19.662,21.469,20.697,21.930,20.525,19.801
02/18 - 17:15,20.624,20.969,19.710,21.504,20.731,21.874,20.526,19.833
02/18 - 17:30,20.722,21.072,19.754,21.536,20.761,21.823,20.527,19.875
02/18 - 17:45,20.824,21.168,19.791,21.564,20.788,21.783,20.527,19.927
02/18 - 18:00,20.917,21.248,19.823,21.584,20.810,21.741,20.522,19.988
02/18 - 18:15,20.991,21.304,19.849,21.593,20.829,21.685,20.510,20.057
02/18 - 18:30,21.044,21.329,19.870,21.598,20.844,21.620,20.495,20.129
02/18 - 18:45,21.057,21.325,19.889,21.600,20.856,21.550,20.476,20.200
02/18 - 19:00,21.042,21.307,19.905,21.610,20.868,21.485,20.459,20.265
02/18 - 19:15,21.018,21.291,19.919,21.626,20.878,21.436,20.447,20.319
02/18 - 19:30,20.964,21.254,19.933,21.637,20.887,21.384,20.435,20.361
02/18 - 19:45,20.917,21.225,19.946,21.647,20.893,21.339,20.423,20.390
02/18 - 20:00,20.878,21.202,19.959,21.649,20.897,21.294,20.408,20.408
02/18 - 20:15,20.844,21.182,19.970,21.643,20.898,21.242,20.390,20.417
02/18 - 20:30,20.815,21.164,19.979,21.632,20.899,21.188,20.370,20.419
02/18 - 20:45,20.790,21.147,19.988,21.617,20.898,21.135,20.349,20.418
02/18 - 21:00,20.762,21.128,19.997,21.594,20.896,21.079,20.327,20.414
02/18 - 21:15,20.734,21.107,20.004,21.566,20.892,21.020,20.304,20.408
02/18 - 21:30,20.703,21.083,20.010,21.533,20.887,20.959,20.278,20.401
02/18 - 21:45,20.670,21.058,20.016,21.497,20.881,20.896,20.252,20.393
02/18 - 22:00,20.632,21.027,20.022,21.452,20.873,20.826,20.221,20.385
02/18 - 22:15,20.587,20.990,20.027,21.397,20.864,20.746,20.186,20.377
02/18 - 22:30,20.539,20.951,20.031,21.336,20.854,20.662,20.149,20.368
02/18 - 22:45,20.489,20.910,20.036,21.273,20.842,20.576,20.112,20.360
02/18 - 23:00,20.448,20.878,20.039,21.222,20.832,20.504,20.081,20.350
02/18 - 23:15,20.424,20.857,20.043,21.189,20.823,20.461,20.061,20.341
02/18 - 23:30,20.404,20.836,20.045,21.157,20.812,20.426,20.045,20.331
02/18 - 23:45,20.386,20.816,20.047,21.126,20.801,20.396,20.029,20.321
02/19 - 0:00,20.370,20.798,20.049,21.098,20.789,20.371,20.015,20.311
02/19 - 0:15,20.355,20.780,20.050,21.070,20.777,20.348,20.002,20.301
02/19 - 0:30,20.341,20.763,20.052,21.043,20.765,20.326,19.990,20.291
02/19 - 0:45,20.327,20.745,20.052,21.016,20.752,20.306,19.978,20.281
02/19 - 1:00,20.302,20.717,20.053,20.974,20.737,20.272,19.959,20.272
02/19 - 1:15,20.262,20.676,20.052,20.915,20.720,20.212,19.930,20.262
02/19 - 1:30,20.218,20.632,20.051,20.854,20.703,20.142,19.899,20.252
02/19 - 1:45,20.173,20.587,20.050,20.792,20.685,20.065,19.865,20.242
02/19 - 2:00,20.135,20.550,20.048,20.739,20.668,19.992,19.835,20.232
02/19 - 2:15,20.107,20.520,20.046,20.698,20.651,19.938,19.812,20.221
02/19 - 2:30,20.081,20.492,20.044,20.657,20.634,19.892,19.790,20.211
02/19 - 2:45,20.055,20.464,20.041,20.617,20.616,19.849,19.769,20.200
02/19 - 3:00,20.035,20.440,20.038,20.583,20.599,19.813,19.750,20.189
02/19 - 3:15,20.022,20.422,20.035,20.557,20.582,19.790,19.737,20.178
02/19 - 3:30,20.010,20.405,20.032,20.533,20.564,19.774,19.726,20.167
02/19 - 3:45,20.000,20.389,20.028,20.511,20.547,19.761,19.715,20.156
02/19 - 4:00,19.984,20.368,20.024,20.480,20.528,19.742,19.702,20.144
02/19 - 4:15,19.964,20.343,20.020,20.444,20.509,19.715,19.685,20.133
02/19 - 4:30,19.942,20.317,20.016,20.408,20.489,19.685,19.667,20.122
02/19 - 4:45,19.921,20.291,20.011,20.371,20.469,19.655,19.648,20.110
02/19 - 5:00,19.899,20.266,20.007,20.335,20.449,19.624,19.630,20.099
02/19 - 5:15,19.875,20.238,20.002,20.295,20.429,19.588,19.610,20.087
02/19 - 5:30,19.850,20.210,19.998,20.256,20.408,19.550,19.589,20.076
02/19 - 5:45,19.826,20.182,19.993,20.216,20.387,19.511,19.568,20.064
02/19 - 6:00,19.804,20.157,19.988,20.180,20.367,19.477,19.548,20.052
02/19 - 6:15,19.786,20.134,19.983,20.150,20.348,19.449,19.532,20.041
02/19 - 6:30,19.769,20.113,19.978,20.121,20.329,19.425,19.516,20.029
02/19 - 6:45,19.752,20.091,19.973,20.093,20.310,19.403,19.501,20.018
02/19 - 7:00,19.735,20.070,19.967,20.065,20.293,19.382,19.486,20.007
02/19 - 7:15,19.719,20.049,19.962,20.037,20.274,19.362,19.470,19.995
02/19 - 7:30,19.703,20.028,19.957,20.011,20.256,19.344,19.456,19.984
02/19 - 7:45,19.688,20.009,19.951,19.988,20.237,19.328,19.442,19.973
02/19 - 8:00,19.674,19.990,19.945,19.964,20.219,19.314,19.428,19.963
02/19 - 8:15,19.659,19.971,19.940,19.940,20.200,19.299,19.415,19.952
02/19 - 8:30,19.644,19.953,19.934,19.917,20.182,19.286,19.402,19.942
02/19 - 8:45,19.631,19.936,19.928,19.896,20.163,19.274,19.389,19.932
02/19 - 9:00,19.619,19.921,19.923,19.878,20.145,19.265,19.379,19.922
02/19 - 9:15,19.609,19.907,19.917,19.862,20.128,19.259,19.369,19.913
02/19 - 9:30,19.600,19.895,19.911,19.848,20.111,19.255,19.361,19.904
02/19 - 9:45,19.592,19.883,19.906,19.836,20.095,19.252,19.354,19.895
02/19 - 10:00,19.584,19.872,19.901,19.823,20.078,19.250,19.347,19.887
02/19 - 10:15,19.576,19.862,19.895,19.810,20.063,19.247,19.341,19.878
02/19 - 10:30,19.568,19.852,19.890,19.797,20.047,19.245,19.335,19.870
02/19 - 10:45,19.561,19.843,19.885,19.785,20.033,19.243,19.329,19.863
02/19 - 11:00,19.554,19.833,19.880,19.773,20.018,19.241,19.323,19.855
02/19 - 11:15,19.546,19.824,19.876,19.761,20.004,19.238,19.317,19.848
02/19 - 11:30,19.539,19.816,19.871,19.748,19.990,19.234,19.312,19.841
02/19 - 11:45,19.532,19.807,19.866,19.736,19.977,19.231,19.306,19.834
02/19 - 12:00,19.519,19.794,19.862,19.717,19.963,19.220,19.297,19.828
02/19 - 12:15,19.502,19.778,19.857,19.695,19.948,19.205,19.284,19.821
02/19 - 12:30,19.486,19.763,19.852,19.677,19.934,19.193,19.272,19.816
02/19 - 12:45,19.471,19.750,19.847,19.661,19.921,19.185,19.261,19.810
02/19 - 13:00,19.465,19.746,19.842,19.659,19.909,19.189,19.255,19.805
02/19 - 13:15,19.467,19.749,19.838,19.667,19.900,19.204,19.254,19.801
02/19 - 13:30,19.473,19.754,19.835,19.678,19.892,19.224,19.256,19.797
02/19 - 13:45,19.481,19.762,19.833,19.690,19.884,19.247,19.260,19.794
02/19 - 14:00,19.491,19.773,19.831,19.704,19.877,19.270,19.264,19.791
02/19 - 14:15,19.511,19.794,19.829,19.723,19.873,19.294,19.265,19.790
02/19 - 14:30,19.535,19.818,19.827,19.743,19.869,19.317,19.266,19.790
02/19 - 14:45,19.561,19.844,19.827,19.761,19.867,19.340,19.267,19.790
02/19 - 15:00,19.584,19.869,19.828,19.775,19.865,19.360,19.266,19.790
02/19 - 15:15,19.600,19.886,19.829,19.777,19.864,19.364,19.262,19.790
02/19 - 15:30,19.610,19.898,19.832,19.772,19.863,19.353,19.256,19.790
02/19 - 15:45,19.615,19.907,19.835,19.763,19.863,19.332,19.249,19.790
02/19 - 16:00,19.603,19.900,19.839,19.750,19.863,19.302,19.243,19.789
02/19 - 16:15,19.590,19.890,19.843,19.737,19.862,19.276,19.240,19.788
02/19 - 16:30,19.576,19.880,19.846,19.722,19.861,19.250,19.235,19.786
02/19 - 16:45,19.561,19.868,19.848,19.706,19.858,19.224,19.229,19.784
02/19 - 17:00,19.546,19.855,19.849,19.691,19.854,19.197,19.222,19.781
02/19 - 17:15,19.529,19.840,19.848,19.673,19.848,19.167,19.212,19.778
02/19 - 17:30,19.512,19.824,19.846,19.654,19.841,19.136,19.201,19.773
02/19 - 17:45,19.493,19.806,19.844,19.633,19.832,19.102,19.188,19.767
02/19 - 18:00,19.472,19.786,19.840,19.609,19.822,19.065,19.174,19.761
02/19 - 18:15,19.450,19.765,19.835,19.583,19.811,19.027,19.157,19.754
02/19 - 18:30,19.429,19.744,19.830,19.557,19.799,18.990,19.140,19.747
02/19 - 18:45,19.409,19.723,19.825,19.530,19.787,18.954,19.122,19.739
